ID,Value,Source
Shira east2337]-Table 1.tsv-GB082,1,Nugteren (2003:278)
Shira east2337]-Table 1.tsv-GB083,1,Nugteren (2003:278)
Shira east2337]-Table 1.tsv-GB084,1,Nugteren (2003:278)
Shira east2337]-Table 1.tsv-GB086,1,Nugteren (2003:278-279)
Shira east2337]-Table 1.tsv-GB089,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB090,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB091,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB092,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB093,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB094,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB095,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB096,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB098,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB099,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB103,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB104,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB105,0,Nugteren (2003:270-271)
Shira east2337]-Table 1.tsv-GB107,0,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB108,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB109,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB110,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB111,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB113,1,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB114,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB115,1,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB116,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB117,1,Nugteren (2003:275)
Shira east2337]-Table 1.tsv-GB118,1,Nugteren (2003:281-282)
Shira east2337]-Table 1.tsv-GB119,1,Nugteren (2003:276)
Shira east2337]-Table 1.tsv-GB120,1,Nugteren (2003:278-279)
Shira east2337]-Table 1.tsv-GB121,1,Nugteren (2003:278)
Shira east2337]-Table 1.tsv-GB122,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB123,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB124,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB126,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB127,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB129,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB131,0,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-GB132,0,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-GB133,1,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-GB134,1,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-GB135,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB136,?,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-GB137,1,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB138,0,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB139,1,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB140,0,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB146,?,Nugteren (2003:280)
Shira east2337]-Table 1.tsv-GB147,1,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB148,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB149,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB150,1,Nugteren (2003:276)
Shira east2337]-Table 1.tsv-GB151,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB152,1,Nugteren (2003:276-277)
Shira east2337]-Table 1.tsv-GB155,1,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB156,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB158,0,Nugteren (2003:276)
Shira east2337]-Table 1.tsv-GB159,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB160,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB165,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB166,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB167,0,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-GB170,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB171,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB172,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB177,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB184,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB185,1,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-GB186,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB187,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB188,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB192,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB196,0,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-GB197,0,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-GB198,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB204,?,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-GB250,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB252,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB253,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB254,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB256,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB257,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB260,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB262,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB263,1,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB264,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB265,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB266,1,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB270,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB273,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB275,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB276,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB285,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB286,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB291,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB296,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB297,0,Nugteren (2003:279-280)
Shira east2337]-Table 1.tsv-GB298,0,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB299,1,Nugteren (2003:282)
Shira east2337]-Table 1.tsv-GB300,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB301,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB302,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB303,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-GB304,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB305,1,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-GB306,?,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-GB309,0,Nugteren (2003:278-280)
Shira east2337]-Table 1.tsv-GB312,1,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-GB313,0,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-GB314,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB315,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB316,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB317,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB318,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB319,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB320,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB321,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB322,1,Nugteren (2003:280)
Shira east2337]-Table 1.tsv-GB323,0,Nugteren (2003:280)
Shira east2337]-Table 1.tsv-GB324,1,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-GB325,1,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-GB326,1,Nugteren (2003:271, 280)
Shira east2337]-Table 1.tsv-GB327,0,Nugteren (2003:275)
Shira east2337]-Table 1.tsv-GB328,1,Nugteren (2003:275)
Shira east2337]-Table 1.tsv-GB329,0,Nugteren (2003:275)
Shira east2337]-Table 1.tsv-GB330,0,Nugteren (2003:275)
Shira east2337]-Table 1.tsv-GB331,0,Nugteren (2003:275)
Shira east2337]-Table 1.tsv-GB333,1,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB334,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB335,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB336,0,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB400,1,Nugteren (2003:280)
Shira east2337]-Table 1.tsv-GB401,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB402,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB403,0,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB408,1,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB409,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB410,1,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-GB415,1,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-GB421,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB422,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-GB430,0,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-GB431,0,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-GB432,1,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-GB433,1,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-GB519,0,Nugteren (2003:274-276)
Shira east2337]-Table 1.tsv-GB520,0,Nugteren (2003:278-279)
Shira east2337]-Table 1.tsv-GB521,0,Nugteren (2003:278-279)
Shira east2337]-Table 1.tsv-GB522,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-TE003,1,Nugteren (2003:268)
Shira east2337]-Table 1.tsv-TE004,0,Nugteren (2003:268)
Shira east2337]-Table 1.tsv-TE005,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-TE006,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-TE007,1,Rybatzki (2003:371-372); Nugteren (2003:267-268)
Shira east2337]-Table 1.tsv-TE008,0,Nugteren (2003:267)
Shira east2337]-Table 1.tsv-TE018,1,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-TE019,1,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-TE027,1,Nugteren (2003:272)
Shira east2337]-Table 1.tsv-TE031,1,Nugteren (2003:267)
Shira east2337]-Table 1.tsv-TE037,1,Nugteren (2003:267)
Shira east2337]-Table 1.tsv-TE038,1,Nugteren (2003:267)
Shira east2337]-Table 1.tsv-TE039,1,Rybatzki (2003:371-372); Nugteren (2003:266)
Shira east2337]-Table 1.tsv-TE050,0,Nugteren (2003:270)
Shira east2337]-Table 1.tsv-TE052,1,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-TE053,1,Nugteren (2003:271)
Shira east2337]-Table 1.tsv-TE054,?,Nugteren (2003:279-281)
Shira east2337]-Table 1.tsv-TE059,0,Nugteren (2003:269)
Shira east2337]-Table 1.tsv-TE066,1,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-TE078,0,Nugteren (2003:267)
Shira east2337]-Table 1.tsv-TS001,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-TS002,?,Nugteren (2003:265-285)
Shira east2337]-Table 1.tsv-TS003,1,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-TS004,0,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-TS005,1,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-TS006,1,Nugteren (2003:274)
Shira east2337]-Table 1.tsv-TS007,1,Nugteren (2003:279)
Shira east2337]-Table 1.tsv-TS008,0,Nugteren (2003:279)
Shira east2337]-Table 1.tsv-TS009,0,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-TS010,1,Nugteren (2003:273)
Shira east2337]-Table 1.tsv-TS079,1,Nugteren (2003:268)
Shira east2337]-Table 1.tsv-TS080,0,Nugteren (2003:268)
Shira east2337]-Table 1.tsv-TS086,1,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-TS087,0,Nugteren (2003:278-281)
Shira east2337]-Table 1.tsv-TS088,1,Nugteren (2003:267)
shor1247]-Table 1.tsv-GB020,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB021,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB022,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB023,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB026,?,Gisbert Fanselow (p.c. 2017)
shor1247]-Table 1.tsv-GB027,0,Dyrenkova (1941:122)
shor1247]-Table 1.tsv-GB028,0,Dyrenkova (1941:81)
shor1247]-Table 1.tsv-GB030,0,Dyrenkova (1941:81)
shor1247]-Table 1.tsv-GB031,0,Dyrenkova (1941:81)
shor1247]-Table 1.tsv-GB035,1,Dyrenkova (1941:86-87)
shor1247]-Table 1.tsv-GB036,0,Dyrenkova (1941:86-87)
shor1247]-Table 1.tsv-GB037,0,Dyrenkova (1941:86-87)
shor1247]-Table 1.tsv-GB038,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB039,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB041,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB042,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB043,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB044,1,Dyrenkova (1941:26, 38-39)
shor1247]-Table 1.tsv-GB046,1,Dyrenkova (1941:73)
shor1247]-Table 1.tsv-GB047,1,Dyrenkova (1941:27-31)
shor1247]-Table 1.tsv-GB048,1,Dyrenkova (1941:27-31)
shor1247]-Table 1.tsv-GB049,1,Dyrenkova (1941:27-31)
shor1247]-Table 1.tsv-GB051,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB052,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB053,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB054,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB057,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB058,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB059,0,Dyrenkova (1941:48-51)
shor1247]-Table 1.tsv-GB068,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB069,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB070,1,Dyrenkova (1941:40-42); Kurpeshko-Tanagasheva (1993:7)
shor1247]-Table 1.tsv-GB071,1,Dyrenkova (1941:81-82)
shor1247]-Table 1.tsv-GB072,1,Dyrenkova (1941:42-52); Kurpeshko-Tanagasheva (1993:7)
shor1247]-Table 1.tsv-GB073,1,Dyrenkova (1941:81-82)
shor1247]-Table 1.tsv-GB074,0,Dyrenkova (1941:25)
shor1247]-Table 1.tsv-GB075,1,Dyrenkova (1941:25, 232-234)
shor1247]-Table 1.tsv-GB079,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB080,1,Dyrenkova (1941:180-181)
shor1247]-Table 1.tsv-GB081,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB082,1,Dyrenkova (1941:193-197)
shor1247]-Table 1.tsv-GB083,1,Dyrenkova (1941:180-181)
shor1247]-Table 1.tsv-GB084,1,Dyrenkova (1941:187-191)
shor1247]-Table 1.tsv-GB086,1,Dyrenkova (1941:191-192)
shor1247]-Table 1.tsv-GB089,1,Dyrenkova (1941:263-264)
shor1247]-Table 1.tsv-GB090,0,Dyrenkova (1941:263-264)
shor1247]-Table 1.tsv-GB091,1,Dyrenkova (1941:54-56)
shor1247]-Table 1.tsv-GB092,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB093,0,Dyrenkova (1941:266-267)
shor1247]-Table 1.tsv-GB094,0,Dyrenkova (1941:266-267)
shor1247]-Table 1.tsv-GB095,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB096,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB098,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB099,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB103,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB104,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB105,0,Dyrenkova (1941:54-56)
shor1247]-Table 1.tsv-GB107,1,Dyrenkova (1941:281-282)
shor1247]-Table 1.tsv-GB108,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB109,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB110,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB111,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB113,1,Dyrenkova (1941:148-149)
shor1247]-Table 1.tsv-GB114,1,Dyrenkova (1941:146)
shor1247]-Table 1.tsv-GB115,1,Dyrenkova (1941:146-147)
shor1247]-Table 1.tsv-GB116,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB117,1,Dyrenkova (1941:122, 208-209)
shor1247]-Table 1.tsv-GB118,1,Dyrenkova (1941:218-219)
shor1247]-Table 1.tsv-GB119,1,Dyrenkova (1941:179-180, 196-197, 215)
shor1247]-Table 1.tsv-GB120,1,Dyrenkova (1941:192, 207)
shor1247]-Table 1.tsv-GB121,1,Dyrenkova (1941:205-207)
shor1247]-Table 1.tsv-GB122,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB123,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB124,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB126,1,Dyrenkova (1941:265, 275)
shor1247]-Table 1.tsv-GB127,?,Dyrenkova (1941:251-253)
shor1247]-Table 1.tsv-GB129,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB131,0,Dyrenkova (1941:252)
shor1247]-Table 1.tsv-GB132,0,Dyrenkova (1941:252)
shor1247]-Table 1.tsv-GB133,1,Dyrenkova (1941:252)
shor1247]-Table 1.tsv-GB134,1,Dyrenkova (1941:251-253, 285-286)
shor1247]-Table 1.tsv-GB135,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB136,1,Dyrenkova (1941:40, 251-253)
shor1247]-Table 1.tsv-GB137,1,Dyrenkova (1941:281-282)
shor1247]-Table 1.tsv-GB138,0,Dyrenkova (1941:281-282)
shor1247]-Table 1.tsv-GB139,0,Dyrenkova (1941:281-282)
shor1247]-Table 1.tsv-GB140,0,Dyrenkova (1941:53, 122, 281-282)
shor1247]-Table 1.tsv-GB146,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB147,1,Dyrenkova (1941:145)
shor1247]-Table 1.tsv-GB148,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB149,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB150,1,Dyrenkova (1941:155, 158-159)
shor1247]-Table 1.tsv-GB151,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB152,1,Dyrenkova (1941:155, 158-159)
shor1247]-Table 1.tsv-GB155,1,Dyrenkova (1941:148-149)
shor1247]-Table 1.tsv-GB156,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB158,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB159,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB160,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB165,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB166,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB167,0,Dyrenkova (1941:81-82)
shor1247]-Table 1.tsv-GB170,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB171,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB172,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB177,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB184,0,Dyrenkova (1941:71. 273)
shor1247]-Table 1.tsv-GB185,0,Dyrenkova (1941:86-87)
shor1247]-Table 1.tsv-GB186,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB187,1,Dyrenkova (1941:32)
shor1247]-Table 1.tsv-GB188,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB192,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB196,0,Dyrenkova (1941:81)
shor1247]-Table 1.tsv-GB197,0,Dyrenkova (1941:81)
shor1247]-Table 1.tsv-GB198,0,Dyrenkova (1941:102-104)
shor1247]-Table 1.tsv-GB204,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB250,0,Dyrenkova (1941:53)
shor1247]-Table 1.tsv-GB252,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB253,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB254,1,Dyrenkova (1941:252, 256-257)
shor1247]-Table 1.tsv-GB256,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB257,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB260,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB262,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB263,1,Dyrenkova (1941:243, 279-280)
shor1247]-Table 1.tsv-GB264,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB265,0,Dyrenkova (1941:63-64, 80)
shor1247]-Table 1.tsv-GB266,1,Dyrenkova (1941:63-64, 80)
shor1247]-Table 1.tsv-GB270,0,Dyrenkova (1941:63-64, 80)
shor1247]-Table 1.tsv-GB273,0,Dyrenkova (1941:63-64, 80)
shor1247]-Table 1.tsv-GB275,0,Dyrenkova (1941:63-64, 80)
shor1247]-Table 1.tsv-GB276,0,Dyrenkova (1941:63-64, 80)
shor1247]-Table 1.tsv-GB285,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB286,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB291,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB296,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB297,0,Dyrenkova (1941:279-280)
shor1247]-Table 1.tsv-GB298,0,Dyrenkova (1941:281-282)
shor1247]-Table 1.tsv-GB299,?,Dyrenkova (1941:281-282)
shor1247]-Table 1.tsv-GB300,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB301,1,Dyrenkova (1941:128)
shor1247]-Table 1.tsv-GB302,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB303,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB304,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB305,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB306,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB309,1,Dyrenkova (1941:180-183
shor1247]-Table 1.tsv-GB312,1,Dyrenkova (1941:174-179)
shor1247]-Table 1.tsv-GB313,0,Dyrenkova (1941:48-51, 85-86)
shor1247]-Table 1.tsv-GB314,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB315,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB316,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB317,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB318,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB319,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB320,0,Dyrenkova (1941:38-39)
shor1247]-Table 1.tsv-GB321,0,Dyrenkova (1941:35)
shor1247]-Table 1.tsv-GB322,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB323,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB324,1,Dyrenkova (1941:226)
shor1247]-Table 1.tsv-GB325,0,Dyrenkova (1941:93)
shor1247]-Table 1.tsv-GB326,1,Dyrenkova (1941:91-92)
shor1247]-Table 1.tsv-GB327,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB328,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB329,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB330,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB331,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB333,1,Dyrenkova (1941:102-104)
shor1247]-Table 1.tsv-GB334,0,Dyrenkova (1941:102-104)
shor1247]-Table 1.tsv-GB335,0,Dyrenkova (1941:102-104)
shor1247]-Table 1.tsv-GB336,0,Dyrenkova (1941:102-104)
shor1247]-Table 1.tsv-GB400,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB401,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB402,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB403,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB408,1,Dyrenkova (1941:40-42); Kurpeshko-Tanagasheva (1993:7)
shor1247]-Table 1.tsv-GB409,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB410,1,Dyrenkova (1941:59)
shor1247]-Table 1.tsv-GB415,0,Dyrenkova (1941:81-82)
shor1247]-Table 1.tsv-GB421,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB422,?,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB430,0,Dyrenkova (1941:40-42, 48-51)
shor1247]-Table 1.tsv-GB431,0,Dyrenkova (1941:40-42, 48-51)
shor1247]-Table 1.tsv-GB432,1,Dyrenkova (1941:40-42, 48-51)
shor1247]-Table 1.tsv-GB433,1,Dyrenkova (1941:40-42, 48-51)
shor1247]-Table 1.tsv-GB519,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB520,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB521,0,Dyrenkova (1941:1-304)
shor1247]-Table 1.tsv-GB522,1,Dyrenkova (1941:59)
shor1247]-Table 1.tsv-TE003,1,Dyrenkova (1941:13-14)
shor1247]-Table 1.tsv-TE004,0,Dyrenkova (1941:13-15)
shor1247]-Table 1.tsv-TE005,0,Dyrenkova (1941:17)
shor1247]-Table 1.tsv-TE006,?,Dyrenkova (1941:18)
shor1247]-Table 1.tsv-TE007,0,Dyrenkova (1941:16-22)
shor1247]-Table 1.tsv-TE008,1,Dyrenkova (1941:16)
shor1247]-Table 1.tsv-TE018,1,Dyrenkova (1941:81-82)
